concept_a,concept_b,source_syllabus,Course_Code,course_name,order_delta,domain_match,label,embedding_similarity,keyword_overlap,suggested_label,reason
Area Moment of Inertia,"Torsion equation, Torsion of circular shafts",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,3,1,,0.2547,0.125,0,No signal: sim=0.255 delta=3 kw=0.125
Area Moment of Inertia,"Strain energy stored in the member due to gradual, sudden and impact loads",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,4,1,,0.0857,0.0,0,Low sim=0.086
Area Moment of Inertia,Strain energy due to bending and torsion,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,5,1,,0.149,0.0,0,Low sim=0.149
Area Moment of Inertia,"Introduction to types of beams, supports and loadings. Definition of bending",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,6,1,,0.0325,0.0769,0,Low sim=0.032
Area Moment of Inertia,Stresses in Beams and Thin Shells,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,7,1,,0.1445,0.0,0,Low sim=0.145
Area Moment of Inertia,Bending and Shear Stresses in Beams,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,8,1,,0.1114,0.0,0,Low sim=0.111
Area Moment of Inertia,"Theory of bending of beams, bending stress distribution, shear stress distribution",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,9,1,,0.1823,0.1,0,No signal: sim=0.182 delta=9 kw=0.100
Area Moment of Inertia,Deflection of Beams,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,10,1,,0.148,0.1667,0,Low sim=0.148
Area Moment of Inertia,"Buckling load, Types of end conditions for column, Euler’s column theory",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,11,1,,0.0442,0.0714,0,Low sim=0.044
Area Moment of Inertia,Consisting Two Compulsory Class Tests,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,12,1,,0.0033,0.0,0,Low sim=0.003
Area Moment of Inertia,First test based on approximately 40% of contents and second test based on remaining contents,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,13,1,,0.0493,0.0714,0,Low sim=0.049
Area Moment of Inertia,Only Four questions need to be solved,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,14,1,,-0.0782,0.0,0,Low sim=-0.078
"Area Moment of Inertia about centroidal axes, Parallel Axes theorem, Polar",Moment of Inertia,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,1,1,,0.672,0.3,1,High sim=0.672 + delta=1
"Area Moment of Inertia about centroidal axes, Parallel Axes theorem, Polar","Torsion equation, Torsion of circular shafts",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,2,1,,0.2781,0.0714,1,Adjacent topics: delta=2 + sim=0.278
"Area Moment of Inertia about centroidal axes, Parallel Axes theorem, Polar","Strain energy stored in the member due to gradual, sudden and impact loads",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,3,1,,-0.0128,0.0,0,Low sim=-0.013
"Area Moment of Inertia about centroidal axes, Parallel Axes theorem, Polar",Strain energy due to bending and torsion,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,4,1,,0.1033,0.0,0,Low sim=0.103
"Area Moment of Inertia about centroidal axes, Parallel Axes theorem, Polar","Introduction to types of beams, supports and loadings. Definition of bending",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,5,1,,0.0192,0.0526,0,Low sim=0.019
"Area Moment of Inertia about centroidal axes, Parallel Axes theorem, Polar",Stresses in Beams and Thin Shells,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,6,1,,0.1401,0.0,0,Low sim=0.140
"Area Moment of Inertia about centroidal axes, Parallel Axes theorem, Polar",Bending and Shear Stresses in Beams,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,7,1,,0.123,0.0,0,Low sim=0.123
"Area Moment of Inertia about centroidal axes, Parallel Axes theorem, Polar","Theory of bending of beams, bending stress distribution, shear stress distribution",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,8,1,,0.1576,0.0625,0,No signal: sim=0.158 delta=8 kw=0.062
"Area Moment of Inertia about centroidal axes, Parallel Axes theorem, Polar",Deflection of Beams,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,9,1,,0.0714,0.0833,0,Low sim=0.071
"Area Moment of Inertia about centroidal axes, Parallel Axes theorem, Polar","Buckling load, Types of end conditions for column, Euler’s column theory",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,10,1,,0.0429,0.05,0,Low sim=0.043
"Area Moment of Inertia about centroidal axes, Parallel Axes theorem, Polar",Consisting Two Compulsory Class Tests,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,11,1,,0.0379,0.0,0,Low sim=0.038
"Area Moment of Inertia about centroidal axes, Parallel Axes theorem, Polar",First test based on approximately 40% of contents and second test based on remaining contents,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,12,1,,0.0296,0.05,0,Low sim=0.030
"Area Moment of Inertia about centroidal axes, Parallel Axes theorem, Polar",Only Four questions need to be solved,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,13,1,,-0.0631,0.0,0,Low sim=-0.063
Moment of Inertia,"Torsion equation, Torsion of circular shafts",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,1,1,,0.2742,0.1429,1,Adjacent topics: delta=1 + sim=0.274
Moment of Inertia,"Strain energy stored in the member due to gradual, sudden and impact loads",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,2,1,,0.1108,0.0,0,Low sim=0.111
Moment of Inertia,Strain energy due to bending and torsion,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,3,1,,0.1769,0.0,0,No signal: sim=0.177 delta=3 kw=0.000
Moment of Inertia,"Introduction to types of beams, supports and loadings. Definition of bending",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,4,1,,0.0694,0.0833,0,Low sim=0.069
Moment of Inertia,Stresses in Beams and Thin Shells,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,5,1,,0.1483,0.0,0,Low sim=0.148
Moment of Inertia,Bending and Shear Stresses in Beams,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,6,1,,0.1687,0.0,0,No signal: sim=0.169 delta=6 kw=0.000
Moment of Inertia,"Theory of bending of beams, bending stress distribution, shear stress distribution",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,7,1,,0.214,0.1111,0,No signal: sim=0.214 delta=7 kw=0.111
Moment of Inertia,Deflection of Beams,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,8,1,,0.1741,0.2,0,No signal: sim=0.174 delta=8 kw=0.200
Moment of Inertia,"Buckling load, Types of end conditions for column, Euler’s column theory",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,9,1,,0.0375,0.0769,0,Low sim=0.038
Moment of Inertia,Consisting Two Compulsory Class Tests,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,10,1,,0.006,0.0,0,Low sim=0.006
Moment of Inertia,First test based on approximately 40% of contents and second test based on remaining contents,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,11,1,,-0.0082,0.0769,0,Low sim=-0.008
Moment of Inertia,Only Four questions need to be solved,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,12,1,,-0.0702,0.0,0,Low sim=-0.070
"Torsion equation, Torsion of circular shafts","Strain energy stored in the member due to gradual, sudden and impact loads",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,1,1,,0.1371,0.0,0,Low sim=0.137
"Torsion equation, Torsion of circular shafts",Strain energy due to bending and torsion,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,2,1,,0.4784,0.0909,1,sim=0.478>=0.45 + delta=2<=5
"Torsion equation, Torsion of circular shafts","Introduction to types of beams, supports and loadings. Definition of bending",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,3,1,,0.1659,0.0714,0,No signal: sim=0.166 delta=3 kw=0.071
"Torsion equation, Torsion of circular shafts",Stresses in Beams and Thin Shells,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,4,1,,0.2602,0.0,0,No signal: sim=0.260 delta=4 kw=0.000
"Torsion equation, Torsion of circular shafts",Bending and Shear Stresses in Beams,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,5,1,,0.2773,0.0,0,No signal: sim=0.277 delta=5 kw=0.000
"Torsion equation, Torsion of circular shafts","Theory of bending of beams, bending stress distribution, shear stress distribution",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,6,1,,0.2969,0.0909,0,No signal: sim=0.297 delta=6 kw=0.091
"Torsion equation, Torsion of circular shafts",Deflection of Beams,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,7,1,,0.1685,0.1429,0,No signal: sim=0.169 delta=7 kw=0.143
"Torsion equation, Torsion of circular shafts","Buckling load, Types of end conditions for column, Euler’s column theory",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,8,1,,0.2607,0.0667,0,No signal: sim=0.261 delta=8 kw=0.067
"Torsion equation, Torsion of circular shafts",Consisting Two Compulsory Class Tests,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,9,1,,-0.104,0.0,0,Low sim=-0.104
"Torsion equation, Torsion of circular shafts",First test based on approximately 40% of contents and second test based on remaining contents,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,10,1,,-0.0035,0.0667,0,Low sim=-0.004
"Torsion equation, Torsion of circular shafts",Only Four questions need to be solved,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,11,1,,0.0816,0.0,0,Low sim=0.082
"Strain energy stored in the member due to gradual, sudden and impact loads",Strain energy due to bending and torsion,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,1,1,,0.5877,0.3333,1,sim=0.588>=0.45 + delta=1<=5
"Strain energy stored in the member due to gradual, sudden and impact loads","Introduction to types of beams, supports and loadings. Definition of bending",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,2,1,,0.3872,0.0952,1,Adjacent topics: delta=2 + sim=0.387
"Strain energy stored in the member due to gradual, sudden and impact loads",Stresses in Beams and Thin Shells,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,3,1,,0.4278,0.1176,0,No signal: sim=0.428 delta=3 kw=0.118
"Strain energy stored in the member due to gradual, sudden and impact loads",Bending and Shear Stresses in Beams,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,4,1,,0.3902,0.1176,0,No signal: sim=0.390 delta=4 kw=0.118
"Strain energy stored in the member due to gradual, sudden and impact loads","Theory of bending of beams, bending stress distribution, shear stress distribution",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,5,1,,0.3885,0.0,0,No signal: sim=0.389 delta=5 kw=0.000
"Strain energy stored in the member due to gradual, sudden and impact loads",Deflection of Beams,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,6,1,,0.267,0.0,0,No signal: sim=0.267 delta=6 kw=0.000
"Strain energy stored in the member due to gradual, sudden and impact loads","Buckling load, Types of end conditions for column, Euler’s column theory",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,7,1,,0.3207,0.0,0,No signal: sim=0.321 delta=7 kw=0.000
"Strain energy stored in the member due to gradual, sudden and impact loads",Consisting Two Compulsory Class Tests,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,8,1,,0.0252,0.0,0,Low sim=0.025
"Strain energy stored in the member due to gradual, sudden and impact loads",First test based on approximately 40% of contents and second test based on remaining contents,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,9,1,,0.0566,0.0435,0,Low sim=0.057
"Strain energy stored in the member due to gradual, sudden and impact loads",Only Four questions need to be solved,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,10,1,,0.0151,0.0526,0,Low sim=0.015
Strain energy due to bending and torsion,"Introduction to types of beams, supports and loadings. Definition of bending",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,1,1,,0.4728,0.2143,1,sim=0.473>=0.45 + delta=1<=5
Strain energy due to bending and torsion,Stresses in Beams and Thin Shells,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,2,1,,0.4658,0.0833,1,sim=0.466>=0.45 + delta=2<=5
Strain energy due to bending and torsion,Bending and Shear Stresses in Beams,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,3,1,,0.5796,0.1818,1,sim=0.580>=0.45 + delta=3<=5
Strain energy due to bending and torsion,"Theory of bending of beams, bending stress distribution, shear stress distribution",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,4,1,,0.5451,0.0769,1,sim=0.545>=0.45 + delta=4<=5
Strain energy due to bending and torsion,Deflection of Beams,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,5,1,,0.2878,0.0,0,No signal: sim=0.288 delta=5 kw=0.000
Strain energy due to bending and torsion,"Buckling load, Types of end conditions for column, Euler’s column theory",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,6,1,,0.3152,0.0,0,No signal: sim=0.315 delta=6 kw=0.000
Strain energy due to bending and torsion,Consisting Two Compulsory Class Tests,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,7,1,,-0.0532,0.0,0,Low sim=-0.053
Strain energy due to bending and torsion,First test based on approximately 40% of contents and second test based on remaining contents,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,8,1,,0.0137,0.0588,0,Low sim=0.014
Strain energy due to bending and torsion,Only Four questions need to be solved,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,9,1,,0.0322,0.0769,0,Low sim=0.032
"Introduction to types of beams, supports and loadings. Definition of bending",Stresses in Beams and Thin Shells,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,1,1,,0.5136,0.1429,1,sim=0.514>=0.45 + delta=1<=5
"Introduction to types of beams, supports and loadings. Definition of bending",Bending and Shear Stresses in Beams,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,2,1,,0.6945,0.2308,1,High sim=0.695 + delta=2
"Introduction to types of beams, supports and loadings. Definition of bending","Theory of bending of beams, bending stress distribution, shear stress distribution",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,3,1,,0.7337,0.2143,1,High sim=0.734 + delta=3
"Introduction to types of beams, supports and loadings. Definition of bending",Deflection of Beams,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,4,1,,0.5148,0.1818,1,sim=0.515>=0.45 + delta=4<=5
"Introduction to types of beams, supports and loadings. Definition of bending","Buckling load, Types of end conditions for column, Euler’s column theory",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,5,1,,0.3882,0.1053,1,Foundational kw + sim=0.388 + delta=5
"Introduction to types of beams, supports and loadings. Definition of bending",Consisting Two Compulsory Class Tests,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,6,1,,0.0379,0.0,0,Low sim=0.038
"Introduction to types of beams, supports and loadings. Definition of bending",First test based on approximately 40% of contents and second test based on remaining contents,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,7,1,,0.0147,0.1053,0,Low sim=0.015
"Introduction to types of beams, supports and loadings. Definition of bending",Only Four questions need to be solved,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,8,1,,0.0721,0.0625,0,Low sim=0.072
Stresses in Beams and Thin Shells,Bending and Shear Stresses in Beams,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,1,1,,0.7446,0.5,1,High sim=0.745 + delta=1
Stresses in Beams and Thin Shells,"Theory of bending of beams, bending stress distribution, shear stress distribution",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,2,1,,0.636,0.0833,1,High sim=0.636 + delta=2
Stresses in Beams and Thin Shells,Deflection of Beams,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,3,1,,0.4862,0.125,1,sim=0.486>=0.45 + delta=3<=5
Stresses in Beams and Thin Shells,"Buckling load, Types of end conditions for column, Euler’s column theory",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,4,1,,0.3054,0.0,0,No signal: sim=0.305 delta=4 kw=0.000
Stresses in Beams and Thin Shells,Consisting Two Compulsory Class Tests,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,5,1,,0.0009,0.0,0,Low sim=0.001
Stresses in Beams and Thin Shells,First test based on approximately 40% of contents and second test based on remaining contents,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,6,1,,0.0402,0.0625,0,Low sim=0.040
Stresses in Beams and Thin Shells,Only Four questions need to be solved,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,7,1,,0.0421,0.0,0,Low sim=0.042
Bending and Shear Stresses in Beams,"Theory of bending of beams, bending stress distribution, shear stress distribution",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,1,1,,0.8585,0.3,1,High sim=0.859 + delta=1
Bending and Shear Stresses in Beams,Deflection of Beams,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,2,1,,0.5827,0.125,1,sim=0.583>=0.45 + delta=2<=5
Bending and Shear Stresses in Beams,"Buckling load, Types of end conditions for column, Euler’s column theory",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,3,1,,0.254,0.0,0,No signal: sim=0.254 delta=3 kw=0.000
Bending and Shear Stresses in Beams,Consisting Two Compulsory Class Tests,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,4,1,,0.0165,0.0,0,Low sim=0.016
Bending and Shear Stresses in Beams,First test based on approximately 40% of contents and second test based on remaining contents,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,5,1,,0.0436,0.0625,0,Low sim=0.044
Bending and Shear Stresses in Beams,Only Four questions need to be solved,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,6,1,,0.0798,0.0,0,Low sim=0.080
"Theory of bending of beams, bending stress distribution, shear stress distribution",Deflection of Beams,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,1,1,,0.5485,0.25,1,sim=0.549>=0.45 + delta=1<=5
"Theory of bending of beams, bending stress distribution, shear stress distribution","Buckling load, Types of end conditions for column, Euler’s column theory",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,2,1,,0.3432,0.125,1,Foundational kw + sim=0.343 + delta=2
"Theory of bending of beams, bending stress distribution, shear stress distribution",Consisting Two Compulsory Class Tests,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,3,1,,0.0046,0.0,0,Low sim=0.005
"Theory of bending of beams, bending stress distribution, shear stress distribution",First test based on approximately 40% of contents and second test based on remaining contents,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,4,1,,0.1049,0.0588,0,Low sim=0.105
"Theory of bending of beams, bending stress distribution, shear stress distribution",Only Four questions need to be solved,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,5,1,,0.0751,0.0,0,Low sim=0.075
Deflection of Beams,"Buckling load, Types of end conditions for column, Euler’s column theory",6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,1,1,,0.1479,0.0769,0,Low sim=0.148
Deflection of Beams,Consisting Two Compulsory Class Tests,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,2,1,,0.0147,0.0,0,Low sim=0.015
Deflection of Beams,First test based on approximately 40% of contents and second test based on remaining contents,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,3,1,,0.0003,0.0769,0,Low sim=0.000
Deflection of Beams,Only Four questions need to be solved,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,4,1,,0.0007,0.0,0,Low sim=0.001
"Buckling load, Types of end conditions for column, Euler’s column theory",Consisting Two Compulsory Class Tests,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,1,1,,0.0123,0.0,0,Low sim=0.012
"Buckling load, Types of end conditions for column, Euler’s column theory",First test based on approximately 40% of contents and second test based on remaining contents,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,2,1,,0.029,0.0476,0,Low sim=0.029
"Buckling load, Types of end conditions for column, Euler’s column theory",Only Four questions need to be solved,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,3,1,,0.1073,0.0,0,Low sim=0.107
Consisting Two Compulsory Class Tests,First test based on approximately 40% of contents and second test based on remaining contents,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,1,1,,0.4806,0.0,1,sim=0.481>=0.45 + delta=1<=5
Consisting Two Compulsory Class Tests,Only Four questions need to be solved,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,2,1,,0.2415,0.0,1,Adjacent topics: delta=2 + sim=0.242
First test based on approximately 40% of contents and second test based on remaining contents,Only Four questions need to be solved,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393112,Strength of Materials,1,1,,0.245,0.0,1,Adjacent topics: delta=1 + sim=0.245
Carnot cycle,Carnot theorem,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393113,Thermodynamics,1,1,,0.6397,0.3333,1,High sim=0.640 + delta=1
Carnot cycle,Clausius theorem,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393113,Thermodynamics,2,1,,0.0858,0.0,0,Low sim=0.086
Carnot cycle,Entropy is property of a system,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393113,Thermodynamics,3,1,,0.0402,0.0,0,Low sim=0.040
Carnot cycle,Temperature-Entropy,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393113,Thermodynamics,4,1,,0.0649,0.0,0,Low sim=0.065
Carnot cycle,Increase of entropy principle,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393113,Thermodynamics,5,1,,0.0445,0.0,0,Low sim=0.045
Carnot theorem,Clausius theorem,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393113,Thermodynamics,1,1,,0.3946,0.3333,1,kw_overlap=0.333 + delta=1<=6
Carnot theorem,Entropy is property of a system,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393113,Thermodynamics,2,1,,0.0874,0.0,0,Low sim=0.087
Carnot theorem,Temperature-Entropy,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393113,Thermodynamics,3,1,,0.0716,0.0,0,Low sim=0.072
Carnot theorem,Increase of entropy principle,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393113,Thermodynamics,4,1,,0.173,0.0,0,No signal: sim=0.173 delta=4 kw=0.000
Clausius theorem,Entropy is property of a system,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393113,Thermodynamics,1,1,,0.3065,0.0,1,Adjacent topics: delta=1 + sim=0.306
Clausius theorem,Temperature-Entropy,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393113,Thermodynamics,2,1,,0.4205,0.0,1,Adjacent topics: delta=2 + sim=0.421
Clausius theorem,Increase of entropy principle,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393113,Thermodynamics,3,1,,0.365,0.0,0,No signal: sim=0.365 delta=3 kw=0.000
Entropy is property of a system,Temperature-Entropy,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393113,Thermodynamics,1,1,,0.6221,0.1429,1,High sim=0.622 + delta=1
Entropy is property of a system,Increase of entropy principle,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393113,Thermodynamics,2,1,,0.6447,0.25,1,High sim=0.645 + delta=2
Temperature-Entropy,Increase of entropy principle,6.44-N-B.E.-Mecanical-Automation-Engineering-Sem-III-IV.pdf,2393113,Thermodynamics,1,1,,0.6406,0.2,1,High sim=0.641 + delta=1
