concept_a,concept_b,source_syllabus,order_delta,label,reason,domain_match,Course_Code,course_name,embedding_similarity,keyword_overlap
Network Operating System,Real-Time,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.2475,0.0
Network Operating System,Mobile Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,1,High sim=0.621 + delta=2,1.0,,,0.6214,0.5
Network Operating System,Special-purpose Operating Systems,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,1,High sim=0.608 + delta=3,1.0,,,0.6075,0.1667
Real-Time,Mobile Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.2806,0.0
Real-Time,Special-purpose Operating Systems,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.304,1.0,,,0.3042,0.0
Mobile Operating System,Special-purpose Operating Systems,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,1,sim=0.592>=0.55 + delta=1<=5,1.0,,,0.5923,0.1667
"Testing: Functionality Testing, UI Testing",Testing: Principles of Agile Testers,SEM-V.pdf,1,1,sim=0.556>=0.55 + delta=1<=5,1.0,,,0.5561,0.1429
"Testing: Functionality Testing, UI Testing","Automation, Test Automation Pyramid. Case",SEM-V.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.481,1.0,,,0.4809,0.0
"Testing: Functionality Testing, UI Testing",Study – Selenium/ Jira,SEM-V.pdf,3,0,Insufficient signal,1.0,,,0.2311,0.0
"Testing: Functionality Testing, UI Testing","Postman, and JMeter",SEM-V.pdf,4,0,Insufficient signal,1.0,,,0.2123,0.0
"Testing: Functionality Testing, UI Testing","DevOps: Introduction, DevOps - Importance",SEM-V.pdf,5,0,Insufficient signal,1.0,,,0.2233,0.0
"Testing: Functionality Testing, UI Testing",C’s of DevOps Lifecycle for Business,SEM-V.pdf,6,0,Insufficient signal,1.0,,,0.1888,0.0
"Testing: Functionality Testing, UI Testing","Agility, DevOps and Continuous Testing",SEM-V.pdf,7,0,Insufficient signal,1.0,,,0.3721,0.1429
"Testing: Functionality Testing, UI Testing",Choosing the right DevOps tools and challenges,SEM-V.pdf,8,0,Insufficient signal,1.0,,,0.2951,0.0
"Testing: Functionality Testing, UI Testing",Assessment. Study of various Open,SEM-V.pdf,9,0,Insufficient signal,1.0,,,0.2412,0.0
"Testing: Functionality Testing, UI Testing",Source Tools in DevOps,SEM-V.pdf,10,0,Insufficient signal,1.0,,,0.1977,0.0
Testing: Principles of Agile Testers,"Automation, Test Automation Pyramid. Case",SEM-V.pdf,1,1,Foundational kw in A + sim=0.410 + delta=1,1.0,,,0.4104,0.0
Testing: Principles of Agile Testers,Study – Selenium/ Jira,SEM-V.pdf,2,0,Insufficient signal,1.0,,,0.1561,0.0
Testing: Principles of Agile Testers,"Postman, and JMeter",SEM-V.pdf,3,0,Insufficient signal,1.0,,,0.1462,0.0
Testing: Principles of Agile Testers,"DevOps: Introduction, DevOps - Importance",SEM-V.pdf,4,0,Insufficient signal,1.0,,,0.3125,0.0
Testing: Principles of Agile Testers,C’s of DevOps Lifecycle for Business,SEM-V.pdf,5,0,Insufficient signal,1.0,,,0.2559,0.0909
Testing: Principles of Agile Testers,"Agility, DevOps and Continuous Testing",SEM-V.pdf,6,1,Foundational kw in A + sim=0.555 + delta=6,1.0,,,0.5555,0.1111
Testing: Principles of Agile Testers,Choosing the right DevOps tools and challenges,SEM-V.pdf,7,0,Insufficient signal,1.0,,,0.3265,0.0
Testing: Principles of Agile Testers,Assessment. Study of various Open,SEM-V.pdf,8,0,Insufficient signal,1.0,,,0.2224,0.1111
Testing: Principles of Agile Testers,Source Tools in DevOps,SEM-V.pdf,9,0,Insufficient signal,1.0,,,0.2008,0.0
"Automation, Test Automation Pyramid. Case",Study – Selenium/ Jira,SEM-V.pdf,1,0,Insufficient signal,1.0,,,0.2309,0.0
"Automation, Test Automation Pyramid. Case","Postman, and JMeter",SEM-V.pdf,2,0,Insufficient signal,1.0,,,0.209,0.0
"Automation, Test Automation Pyramid. Case","DevOps: Introduction, DevOps - Importance",SEM-V.pdf,3,0,Insufficient signal,1.0,,,0.3015,0.0
"Automation, Test Automation Pyramid. Case",C’s of DevOps Lifecycle for Business,SEM-V.pdf,4,0,Insufficient signal,1.0,,,0.2831,0.0
"Automation, Test Automation Pyramid. Case","Agility, DevOps and Continuous Testing",SEM-V.pdf,5,0,Insufficient signal,1.0,,,0.388,0.0
"Automation, Test Automation Pyramid. Case",Choosing the right DevOps tools and challenges,SEM-V.pdf,6,0,Insufficient signal,1.0,,,0.2963,0.0
"Automation, Test Automation Pyramid. Case",Assessment. Study of various Open,SEM-V.pdf,7,0,Insufficient signal,1.0,,,0.157,0.0
"Automation, Test Automation Pyramid. Case",Source Tools in DevOps,SEM-V.pdf,8,0,Insufficient signal,1.0,,,0.2506,0.0
Study – Selenium/ Jira,"Postman, and JMeter",SEM-V.pdf,1,0,Insufficient signal,1.0,,,0.2072,0.0
Study – Selenium/ Jira,"DevOps: Introduction, DevOps - Importance",SEM-V.pdf,2,0,Insufficient signal,1.0,,,0.0929,0.0
Study – Selenium/ Jira,C’s of DevOps Lifecycle for Business,SEM-V.pdf,3,0,Insufficient signal,1.0,,,0.0636,0.0
Study – Selenium/ Jira,"Agility, DevOps and Continuous Testing",SEM-V.pdf,4,0,Insufficient signal,1.0,,,0.1944,0.0
Study – Selenium/ Jira,Choosing the right DevOps tools and challenges,SEM-V.pdf,5,0,Insufficient signal,1.0,,,0.1434,0.0
Study – Selenium/ Jira,Assessment. Study of various Open,SEM-V.pdf,6,0,Insufficient signal,1.0,,,0.2642,0.1429
Study – Selenium/ Jira,Source Tools in DevOps,SEM-V.pdf,7,0,Insufficient signal,1.0,,,0.1566,0.0
"Postman, and JMeter","DevOps: Introduction, DevOps - Importance",SEM-V.pdf,1,0,Insufficient signal,1.0,,,0.0938,0.0
"Postman, and JMeter",C’s of DevOps Lifecycle for Business,SEM-V.pdf,2,0,Insufficient signal,1.0,,,0.0141,0.0
"Postman, and JMeter","Agility, DevOps and Continuous Testing",SEM-V.pdf,3,0,Insufficient signal,1.0,,,0.1956,0.1429
"Postman, and JMeter",Choosing the right DevOps tools and challenges,SEM-V.pdf,4,0,Insufficient signal,1.0,,,0.1803,0.1111
"Postman, and JMeter",Assessment. Study of various Open,SEM-V.pdf,5,0,Insufficient signal,1.0,,,0.2123,0.0
"Postman, and JMeter",Source Tools in DevOps,SEM-V.pdf,6,0,Insufficient signal,1.0,,,0.126,0.0
"DevOps: Introduction, DevOps - Importance",C’s of DevOps Lifecycle for Business,SEM-V.pdf,1,1,High sim=0.744 + delta=1,1.0,,,0.7441,0.1111
"DevOps: Introduction, DevOps - Importance","Agility, DevOps and Continuous Testing",SEM-V.pdf,2,1,High sim=0.618 + delta=2,1.0,,,0.618,0.1429
"DevOps: Introduction, DevOps - Importance",Choosing the right DevOps tools and challenges,SEM-V.pdf,3,1,High sim=0.689 + delta=3,1.0,,,0.6887,0.1111
"DevOps: Introduction, DevOps - Importance",Assessment. Study of various Open,SEM-V.pdf,4,0,Insufficient signal,1.0,,,0.0704,0.0
"DevOps: Introduction, DevOps - Importance",Source Tools in DevOps,SEM-V.pdf,5,1,High sim=0.648 + delta=5,1.0,,,0.6476,0.1667
C’s of DevOps Lifecycle for Business,"Agility, DevOps and Continuous Testing",SEM-V.pdf,1,1,sim=0.575>=0.55 + delta=1<=5,1.0,,,0.5748,0.0909
C’s of DevOps Lifecycle for Business,Choosing the right DevOps tools and challenges,SEM-V.pdf,2,1,sim=0.580>=0.55 + delta=2<=5,1.0,,,0.58,0.0769
C’s of DevOps Lifecycle for Business,Assessment. Study of various Open,SEM-V.pdf,3,0,Insufficient signal,1.0,,,0.17,0.0909
C’s of DevOps Lifecycle for Business,Source Tools in DevOps,SEM-V.pdf,4,1,sim=0.571>=0.55 + delta=4<=5,1.0,,,0.5705,0.1
"Agility, DevOps and Continuous Testing",Choosing the right DevOps tools and challenges,SEM-V.pdf,1,1,High sim=0.619 + delta=1,1.0,,,0.619,0.2
"Agility, DevOps and Continuous Testing",Assessment. Study of various Open,SEM-V.pdf,2,0,Insufficient signal,1.0,,,0.1719,0.0
"Agility, DevOps and Continuous Testing",Source Tools in DevOps,SEM-V.pdf,3,0,Insufficient signal,1.0,,,0.5209,0.125
Choosing the right DevOps tools and challenges,Assessment. Study of various Open,SEM-V.pdf,1,0,Insufficient signal,1.0,,,0.1265,0.0
Choosing the right DevOps tools and challenges,Source Tools in DevOps,SEM-V.pdf,2,1,High sim=0.729 + delta=2,1.0,,,0.7288,0.2222
Assessment. Study of various Open,Source Tools in DevOps,SEM-V.pdf,1,0,Insufficient signal,1.0,,,0.1028,0.0
"Pre-Requisite Topics Basic Concepts: HTML5, CSS3; JavaScript, Client-Server paradigm, Front-end and Back-end development",React DevTools,SEM-V.pdf,1,0,Insufficient signal,1.0,,,0.0633,0.0
"Pre-Requisite Topics Basic Concepts: HTML5, CSS3; JavaScript, Client-Server paradigm, Front-end and Back-end development",Custom Hooks creation,SEM-V.pdf,2,0,Insufficient signal,1.0,,,0.0869,0.0
"Pre-Requisite Topics Basic Concepts: HTML5, CSS3; JavaScript, Client-Server paradigm, Front-end and Back-end development",Low-code/No-code development,SEM-V.pdf,3,0,Insufficient signal,1.0,,,0.2339,0.0526
React DevTools,Custom Hooks creation,SEM-V.pdf,1,0,Insufficient signal,1.0,,,0.0819,0.0
React DevTools,Low-code/No-code development,SEM-V.pdf,2,0,Insufficient signal,1.0,,,0.131,0.0
Custom Hooks creation,Low-code/No-code development,SEM-V.pdf,1,0,Insufficient signal,1.0,,,0.1549,0.0
Applications of Swarm Intelligence in Machine,"Optimization, Particle Swarm Optimizer , ABC",SEM-V.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.542,1.0,,,0.5422,0.1
Applications of Swarm Intelligence in Machine,Algorithm  Bat Algorithm,SEM-V.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.501,1.0,,,0.5012,0.0
Applications of Swarm Intelligence in Machine,Learning : Quantum,SEM-V.pdf,3,0,Insufficient signal,1.0,,,0.1873,0.0
Applications of Swarm Intelligence in Machine,Inspired and Multi,SEM-V.pdf,4,0,Insufficient signal,1.0,,,0.2106,0.0
Applications of Swarm Intelligence in Machine,Objective Swarm Optimization,SEM-V.pdf,5,1,High sim=0.610 + delta=5,1.0,,,0.6101,0.125
"Optimization, Particle Swarm Optimizer , ABC",Algorithm  Bat Algorithm,SEM-V.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.499,1.0,,,0.4988,0.0
"Optimization, Particle Swarm Optimizer , ABC",Learning : Quantum,SEM-V.pdf,2,0,Insufficient signal,1.0,,,0.1854,0.0
"Optimization, Particle Swarm Optimizer , ABC",Inspired and Multi,SEM-V.pdf,3,0,Insufficient signal,1.0,,,0.2124,0.0
"Optimization, Particle Swarm Optimizer , ABC",Objective Swarm Optimization,SEM-V.pdf,4,1,High sim=0.692 + delta=4,1.0,,,0.6924,0.3333
Algorithm  Bat Algorithm,Learning : Quantum,SEM-V.pdf,1,0,Insufficient signal,1.0,,,0.1264,0.0
Algorithm  Bat Algorithm,Inspired and Multi,SEM-V.pdf,2,0,Insufficient signal,1.0,,,0.1817,0.0
Learning : Quantum,Inspired and Multi,SEM-V.pdf,1,0,Insufficient signal,1.0,,,0.2228,0.0
Learning : Quantum,Objective Swarm Optimization,SEM-V.pdf,2,0,Insufficient signal,1.0,,,0.1402,0.0
Introduction to Data Analytics,Background and Overview of Data,SEM-V.pdf,1,1,Foundational kw in A + sim=0.490 + delta=1,1.0,,,0.4901,0.125
Introduction to Data Analytics,Analytics:  Key Roles for a Successful,SEM-V.pdf,2,1,Foundational kw in A + sim=0.472 + delta=2,1.0,,,0.4724,0.1111
Introduction to Data Analytics,Data Analytics life cycle,SEM-V.pdf,3,1,sim=0.581>=0.55 + delta=3<=5,1.0,,,0.5806,0.3333
Introduction to Data Analytics,Types of analytics,SEM-V.pdf,4,1,Foundational kw in A + sim=0.522 + delta=4,1.0,,,0.5219,0.1667
Introduction to Data Analytics,Roles in Industry,SEM-V.pdf,5,0,Insufficient signal,1.0,,,0.1268,0.0
Background and Overview of Data,Analytics:  Key Roles for a Successful,SEM-V.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.341,1.0,,,0.3413,0.0
Background and Overview of Data,Data Analytics life cycle,SEM-V.pdf,2,1,Foundational kw in A + sim=0.401 + delta=2,1.0,,,0.4013,0.125
Background and Overview of Data,Types of analytics,SEM-V.pdf,3,1,Foundational kw in A + sim=0.426 + delta=3,1.0,,,0.4262,0.1429
Background and Overview of Data,Roles in Industry,SEM-V.pdf,4,0,Insufficient signal,1.0,,,0.1371,0.0
Analytics:  Key Roles for a Successful,Data Analytics life cycle,SEM-V.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.465,1.0,,,0.4646,0.1111
Analytics:  Key Roles for a Successful,Types of analytics,SEM-V.pdf,2,1,High sim=0.607 + delta=2,1.0,,,0.6069,0.125
Analytics:  Key Roles for a Successful,Roles in Industry,SEM-V.pdf,3,1,sim=0.553>=0.55 + delta=3<=5,1.0,,,0.5535,0.125
Data Analytics life cycle,Types of analytics,SEM-V.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.518,1.0,,,0.5176,0.1667
Data Analytics life cycle,Roles in Industry,SEM-V.pdf,2,0,Insufficient signal,1.0,,,0.1134,0.0
Types of analytics,Roles in Industry,SEM-V.pdf,1,0,Insufficient signal,1.0,,,0.205,0.0
Super-Simple,Metrics: Measuring performance,SEM-V.pdf,1,0,Insufficient signal,1.0,,,0.1291,0.0
Super-Simple,Quality (Error Rate,SEM-V.pdf,2,0,Insufficient signal,1.0,,,0.0808,0.0
Super-Simple,Applications and variants,SEM-V.pdf,3,0,Insufficient signal,1.0,,,0.1153,0.0
Super-Simple,Edge Systems: Application in feature selection,SEM-V.pdf,4,0,Insufficient signal,1.0,,,0.0971,0.0
Super-Simple,Edge resource optimization,SEM-V.pdf,5,0,Insufficient signal,1.0,,,0.1383,0.0
Metrics: Measuring performance,Quality (Error Rate,SEM-V.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.429,1.0,,,0.429,0.0
Metrics: Measuring performance,Applications and variants,SEM-V.pdf,2,0,Insufficient signal,1.0,,,0.2507,0.0
Metrics: Measuring performance,Edge Systems: Application in feature selection,SEM-V.pdf,3,0,Insufficient signal,1.0,,,0.1944,0.0
Metrics: Measuring performance,Edge resource optimization,SEM-V.pdf,4,0,Insufficient signal,1.0,,,0.2601,0.0
Quality (Error Rate,Applications and variants,SEM-V.pdf,1,0,Insufficient signal,1.0,,,0.156,0.0
Quality (Error Rate,Edge Systems: Application in feature selection,SEM-V.pdf,2,0,Insufficient signal,1.0,,,0.1079,0.0
Quality (Error Rate,Edge resource optimization,SEM-V.pdf,3,0,Insufficient signal,1.0,,,0.176,0.0
Applications and variants,Edge Systems: Application in feature selection,SEM-V.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.376,1.0,,,0.3763,0.0
Applications and variants,Edge resource optimization,SEM-V.pdf,2,0,Insufficient signal,1.0,,,0.1404,0.0
Edge Systems: Application in feature selection,Edge resource optimization,SEM-V.pdf,1,1,sim=0.577>=0.55 + delta=1<=5,1.0,,,0.5775,0.125
"ERC721 Tokens, ICO: basics and related terms","Metaverse, Cryptocurrency wallets: Hot and cold",SEM-V.pdf,1,0,Insufficient signal,1.0,,,0.2219,0.0833
"ERC721 Tokens, ICO: basics and related terms","Blockchain, UTXO and double spending problem",SEM-V.pdf,2,0,Insufficient signal,1.0,,,0.1835,0.0833
"ERC721 Tokens, ICO: basics and related terms",Common security threats in Blockchain,SEM-V.pdf,3,0,Insufficient signal,1.0,,,0.2149,0.0
"ERC721 Tokens, ICO: basics and related terms","Mitigating attacks: 51% attack, Sybil attack, replay",SEM-V.pdf,4,0,Insufficient signal,1.0,,,0.1834,0.0
"ERC721 Tokens, ICO: basics and related terms",Cryptocurrency Valuation Models,SEM-V.pdf,5,0,Insufficient signal,1.0,,,0.1985,0.0
"ERC721 Tokens, ICO: basics and related terms",Emerging trends,SEM-V.pdf,6,0,Insufficient signal,1.0,,,0.1635,0.0
"ERC721 Tokens, ICO: basics and related terms",Models on Blockchain: decentralized AI,SEM-V.pdf,7,0,Insufficient signal,1.0,,,0.1884,0.0
"ERC721 Tokens, ICO: basics and related terms","Case study: AI for transaction validation, fraud",SEM-V.pdf,8,0,Insufficient signal,1.0,,,0.2371,0.0
"Metaverse, Cryptocurrency wallets: Hot and cold","Blockchain, UTXO and double spending problem",SEM-V.pdf,1,0,Insufficient signal,1.0,,,0.2289,0.0909
"Metaverse, Cryptocurrency wallets: Hot and cold",Common security threats in Blockchain,SEM-V.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.375,1.0,,,0.3746,0.0
"Metaverse, Cryptocurrency wallets: Hot and cold","Mitigating attacks: 51% attack, Sybil attack, replay",SEM-V.pdf,3,0,Insufficient signal,1.0,,,0.218,0.0
"Metaverse, Cryptocurrency wallets: Hot and cold",Cryptocurrency Valuation Models,SEM-V.pdf,4,0,Insufficient signal,1.0,,,0.4022,0.125
"Metaverse, Cryptocurrency wallets: Hot and cold",Emerging trends,SEM-V.pdf,5,0,Insufficient signal,1.0,,,0.2646,0.0
"Metaverse, Cryptocurrency wallets: Hot and cold",Models on Blockchain: decentralized AI,SEM-V.pdf,6,0,Insufficient signal,1.0,,,0.2515,0.0
"Metaverse, Cryptocurrency wallets: Hot and cold","Case study: AI for transaction validation, fraud",SEM-V.pdf,7,0,Insufficient signal,1.0,,,0.1053,0.0
"Blockchain, UTXO and double spending problem",Common security threats in Blockchain,SEM-V.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.393,1.0,,,0.3931,0.1
"Blockchain, UTXO and double spending problem","Mitigating attacks: 51% attack, Sybil attack, replay",SEM-V.pdf,2,0,Insufficient signal,1.0,,,0.2384,0.0
"Blockchain, UTXO and double spending problem",Cryptocurrency Valuation Models,SEM-V.pdf,3,0,Insufficient signal,1.0,,,0.3104,0.0
"Blockchain, UTXO and double spending problem",Emerging trends,SEM-V.pdf,4,0,Insufficient signal,1.0,,,0.0779,0.0
"Blockchain, UTXO and double spending problem",Models on Blockchain: decentralized AI,SEM-V.pdf,5,0,Insufficient signal,1.0,,,0.3429,0.1
"Blockchain, UTXO and double spending problem","Case study: AI for transaction validation, fraud",SEM-V.pdf,6,0,Insufficient signal,1.0,,,0.221,0.0
Common security threats in Blockchain,"Mitigating attacks: 51% attack, Sybil attack, replay",SEM-V.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.390,1.0,,,0.3899,0.0
Common security threats in Blockchain,Cryptocurrency Valuation Models,SEM-V.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.308,1.0,,,0.3077,0.0
Common security threats in Blockchain,Emerging trends,SEM-V.pdf,3,0,Insufficient signal,1.0,,,0.2184,0.0
Common security threats in Blockchain,Models on Blockchain: decentralized AI,SEM-V.pdf,4,0,Insufficient signal,1.0,,,0.4405,0.1111
Common security threats in Blockchain,"Case study: AI for transaction validation, fraud",SEM-V.pdf,5,0,Insufficient signal,1.0,,,0.2791,0.0
"Mitigating attacks: 51% attack, Sybil attack, replay",Cryptocurrency Valuation Models,SEM-V.pdf,1,0,Insufficient signal,1.0,,,0.2102,0.0
"Mitigating attacks: 51% attack, Sybil attack, replay",Emerging trends,SEM-V.pdf,2,0,Insufficient signal,1.0,,,0.148,0.0
"Mitigating attacks: 51% attack, Sybil attack, replay",Models on Blockchain: decentralized AI,SEM-V.pdf,3,0,Insufficient signal,1.0,,,0.2559,0.0
"Mitigating attacks: 51% attack, Sybil attack, replay","Case study: AI for transaction validation, fraud",SEM-V.pdf,4,0,Insufficient signal,1.0,,,0.2234,0.0
Cryptocurrency Valuation Models,Emerging trends,SEM-V.pdf,1,0,Insufficient signal,1.0,,,0.1829,0.0
Cryptocurrency Valuation Models,Models on Blockchain: decentralized AI,SEM-V.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.488,1.0,,,0.4882,0.1429
Cryptocurrency Valuation Models,"Case study: AI for transaction validation, fraud",SEM-V.pdf,3,0,Insufficient signal,1.0,,,0.1919,0.0
Emerging trends,Models on Blockchain: decentralized AI,SEM-V.pdf,1,0,Insufficient signal,1.0,,,0.0851,0.0
Emerging trends,"Case study: AI for transaction validation, fraud",SEM-V.pdf,2,0,Insufficient signal,1.0,,,0.122,0.0
Models on Blockchain: decentralized AI,"Case study: AI for transaction validation, fraud",SEM-V.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.404,1.0,,,0.4036,0.0909
Inverse Laplace transform using Convolution theorem,Applications to solve initial and boundary value problems,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.1166,0.0
Inverse Laplace transform using Convolution theorem,Parseval’s Identity (without proof) Fourier series of periodic,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.1698,0.0
Inverse Laplace transform using Convolution theorem,Fourier series of even and odd functions (simple functions,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.1159,0.0
Inverse Laplace transform using Convolution theorem,Hal Frange Sine and Cosine Series,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.081,0.0
Inverse Laplace transform using Convolution theorem,"Harmonic function, Harmonic conjugate, and orthogonal",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.307,0.0
Inverse Laplace transform using Convolution theorem,Kar lPearson’s Coefficient of correlation(r) Spearman’s,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,1.0,,,0.0815,0.0
Inverse Laplace transform using Convolution theorem,Rank correlation coefficient (R) (with repeated and non,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,7,0,Insufficient signal,1.0,,,-0.0279,0.0
Inverse Laplace transform using Convolution theorem,"Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,8,0,Insufficient signal,1.0,,,0.0016,0.0
Applications to solve initial and boundary value problems,Parseval’s Identity (without proof) Fourier series of periodic,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.0387,0.0
Applications to solve initial and boundary value problems,Fourier series of even and odd functions (simple functions,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.0904,0.0667
Applications to solve initial and boundary value problems,Hal Frange Sine and Cosine Series,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.1233,0.0769
Applications to solve initial and boundary value problems,"Harmonic function, Harmonic conjugate, and orthogonal",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.1405,0.0833
Applications to solve initial and boundary value problems,Kar lPearson’s Coefficient of correlation(r) Spearman’s,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.0149,0.0
Applications to solve initial and boundary value problems,Rank correlation coefficient (R) (with repeated and non,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,1.0,,,-0.0144,0.0667
Applications to solve initial and boundary value problems,"Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,7,0,Insufficient signal,1.0,,,0.2664,0.0
Parseval’s Identity (without proof) Fourier series of periodic,Fourier series of even and odd functions (simple functions,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,High sim=0.630 + delta=1,1.0,,,0.63,0.2143
Parseval’s Identity (without proof) Fourier series of periodic,Hal Frange Sine and Cosine Series,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.366,1.0,,,0.3657,0.0714
Parseval’s Identity (without proof) Fourier series of periodic,"Harmonic function, Harmonic conjugate, and orthogonal",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.291,0.0
Parseval’s Identity (without proof) Fourier series of periodic,Kar lPearson’s Coefficient of correlation(r) Spearman’s,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.13,0.1333
Parseval’s Identity (without proof) Fourier series of periodic,Rank correlation coefficient (R) (with repeated and non,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,-0.0991,0.0
Parseval’s Identity (without proof) Fourier series of periodic,"Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,1.0,,,-0.0349,0.0588
Fourier series of even and odd functions (simple functions,Hal Frange Sine and Cosine Series,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.389,1.0,,,0.3886,0.1667
Fourier series of even and odd functions (simple functions,"Harmonic function, Harmonic conjugate, and orthogonal",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.2839,0.0833
Fourier series of even and odd functions (simple functions,Kar lPearson’s Coefficient of correlation(r) Spearman’s,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.1132,0.0667
Fourier series of even and odd functions (simple functions,Rank correlation coefficient (R) (with repeated and non,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,-0.0358,0.0667
Fourier series of even and odd functions (simple functions,"Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,1.0,,,0.0171,0.0
Hal Frange Sine and Cosine Series,"Harmonic function, Harmonic conjugate, and orthogonal",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.1887,0.1
Hal Frange Sine and Cosine Series,Kar lPearson’s Coefficient of correlation(r) Spearman’s,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,0.262,0.0
Hal Frange Sine and Cosine Series,Rank correlation coefficient (R) (with repeated and non,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.0673,0.0769
Hal Frange Sine and Cosine Series,"Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,1.0,,,0.09,0.0
"Harmonic function, Harmonic conjugate, and orthogonal",Kar lPearson’s Coefficient of correlation(r) Spearman’s,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,1.0,,,0.0789,0.0
"Harmonic function, Harmonic conjugate, and orthogonal",Rank correlation coefficient (R) (with repeated and non,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,1.0,,,-0.014,0.0833
"Harmonic function, Harmonic conjugate, and orthogonal","Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,1.0,,,0.0226,0.0
